,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month,year
6791,California,5326,Yes,Basic,High School or Below,2011-02-21,Unemployed,M,0,Suburban,Married,73,17.0,44,0.0,7,Personal Auto,Personal L3,Offer2,Call Center,496,Two-Door Car,Medsize,Automatic,February,2011
6792,Nevada,2854,No,Basic,High School or Below,2011-02-02,Employed,M,38798,Urban,Married,72,24.0,48,0.0,1,Personal Auto,Personal L3,Offer2,Web,333,Four-Door Car,Medsize,Automatic,February,2011
6793,California,2179,No,Basic,Bachelor,2011-01-17,Unemployed,M,0,Suburban,Single,65,18.0,63,0.0,1,Personal Auto,Personal L1,Offer1,Agent,319,Four-Door Car,Large,Manual,January,2011
6794,Nevada,4221,No,Premium,High School or Below,2011-01-31,Employed,M,32471,Suburban,Single,110,0.0,87,0.0,1,Personal Auto,Personal L2,Offer2,Agent,528,Two-Door Car,Medsize,Manual,January,2011
6795,Oregon,11085,No,Basic,Bachelor,2011-01-17,Employed,M,25542,Suburban,Married,70,21.0,47,0.0,2,Personal Auto,Personal L3,Offer2,Branch,448,Four-Door Car,Medsize,Manual,January,2011
6796,Oregon,4933,No,Basic,Bachelor,2011-02-13,Employed,F,37260,Rural,Married,62,19.0,42,0.0,8,Corporate Auto,Corporate L1,Offer3,Web,15,Four-Door Car,Medsize,Manual,February,2011
6797,Nevada,3555,Yes,Extended,Master,2011-01-10,Employed,F,58557,Rural,Married,88,4.0,83,0.0,1,Corporate Auto,Corporate L3,Offer1,Branch,56,Four-Door Car,Large,Manual,January,2011
6798,Oregon,24144,No,Extended,College,2011-01-17,Unemployed,M,0,Suburban,Single,87,9.0,75,0.0,2,Special Auto,Special L1,Offer1,Web,626,Four-Door Car,Medsize,Manual,January,2011
6799,Oregon,2617,Yes,Basic,College,2011-02-25,Employed,M,72302,Suburban,Divorced,66,6.0,27,0.0,1,Personal Auto,Personal L1,Offer1,Agent,317,Two-Door Car,Medsize,Manual,February,2011
6800,Arizona,8123,No,Extended,Bachelor,2011-02-04,Unemployed,F,0,Suburban,Single,78,15.0,47,0.0,2,Special Auto,Special L1,Offer3,Web,562,Four-Door Car,Small,Manual,February,2011
6801,California,14197,No,Basic,High School or Below,2011-01-06,Employed,F,77738,Urban,Married,118,18.0,47,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,463,SUV,Small,Manual,January,2011
6802,Oregon,4477,No,Basic,High School or Below,2011-02-23,Unemployed,F,0,Suburban,Divorced,62,22.0,46,0.0,3,Personal Auto,Personal L2,Offer2,Agent,298,Four-Door Car,Medsize,Manual,February,2011
6803,Nevada,4804,No,Basic,High School or Below,2011-02-24,Unemployed,M,0,Suburban,Single,69,15.0,25,0.0,7,Corporate Auto,Corporate L2,Offer1,Call Center,497,Four-Door Car,Small,Manual,February,2011
6804,Washington,6221,No,Basic,High School or Below,2011-02-05,Unemployed,F,0,Suburban,Single,65,5.0,63,2.0,2,Corporate Auto,Corporate L2,Offer1,Agent,468,Four-Door Car,Large,Manual,February,2011
6805,Arizona,5206,No,Basic,College,2011-02-02,Employed,F,71661,Suburban,Married,65,7.0,92,0.0,4,Personal Auto,Personal L3,Offer4,Branch,312,Four-Door Car,Small,Manual,February,2011
6806,Nevada,5573,No,Basic,College,2011-02-18,Employed,M,85704,Urban,Married,69,21.0,84,0.0,7,Personal Auto,Personal L3,Offer1,Agent,325,Four-Door Car,Small,Automatic,February,2011
6807,California,7646,No,Basic,Bachelor,2011-01-20,Unemployed,M,0,Suburban,Married,106,18.0,65,0.0,7,Corporate Auto,Corporate L2,Offer1,Call Center,530,SUV,Medsize,Manual,January,2011
6808,California,2545,No,Basic,College,2011-02-06,Employed,M,91169,Rural,Single,65,5.0,50,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,140,Two-Door Car,Medsize,Automatic,February,2011
6809,Oregon,27581,No,Extended,College,2011-01-22,Unemployed,M,0,Suburban,Divorced,87,16.0,41,1.0,2,Personal Auto,Personal L3,Offer1,Agent,418,Four-Door Car,Large,Automatic,January,2011
6810,Nevada,2942,No,Basic,Bachelor,2011-01-22,Employed,F,64431,Rural,Divorced,74,19.0,49,0.0,1,Personal Auto,Personal L2,Offer2,Branch,48,Four-Door Car,Medsize,Manual,January,2011
6811,Nevada,8307,No,Basic,College,2011-01-13,Employed,M,89834,Suburban,Single,105,17.0,14,0.0,3,Personal Auto,Personal L3,Offer3,Agent,504,SUV,Medsize,Automatic,January,2011
6812,California,2404,No,Basic,High School or Below,2011-02-24,Employed,M,62488,Urban,Married,62,35.0,47,2.0,1,Personal Auto,Personal L3,Offer2,Call Center,201,Four-Door Car,Medsize,Manual,February,2011
6813,Oregon,5149,No,Extended,Bachelor,2011-01-22,Employed,F,26877,Suburban,Married,131,5.0,2,0.0,1,Personal Auto,Personal L2,Offer4,Agent,629,SUV,Small,Manual,January,2011
6814,California,5656,No,Basic,Bachelor,2011-01-01,Employed,F,45586,Urban,Divorced,72,17.0,20,0.0,4,Personal Auto,Personal L2,Offer1,Branch,203,Four-Door Car,Medsize,Automatic,January,2011
6815,California,5558,No,Basic,High School or Below,2011-02-04,Employed,M,37473,Suburban,Married,70,0.0,92,0.0,3,Corporate Auto,Corporate L1,Offer1,Branch,336,Four-Door Car,Medsize,Automatic,February,2011
6816,Oregon,8708,No,Basic,High School or Below,2011-01-03,Unemployed,F,0,Suburban,Single,118,20.0,19,0.0,3,Personal Auto,Personal L3,Offer1,Agent,1380,SUV,Medsize,Automatic,January,2011
6817,California,12207,No,Premium,College,2011-01-09,Disabled,F,17705,Suburban,Married,108,7.0,19,1.0,2,Personal Auto,Personal L3,Offer2,Agent,669,Two-Door Car,Medsize,Automatic,January,2011
6818,California,3803,No,Basic,High School or Below,2011-02-20,Unemployed,F,0,Suburban,Single,108,4.0,29,0.0,1,Personal Auto,Personal L3,Offer1,Web,933,Sports Car,Medsize,Manual,February,2011
6819,Nevada,6646,No,Extended,College,2011-01-25,Employed,M,21144,Urban,Married,86,6.0,98,0.0,8,Personal Auto,Personal L2,Offer1,Branch,391,Two-Door Car,Medsize,Manual,January,2011
6820,Oregon,5278,No,Basic,Bachelor,2011-02-03,Employed,F,62074,Rural,Divorced,67,24.0,22,0.0,4,Corporate Auto,Corporate L3,Offer2,Agent,49,Four-Door Car,Medsize,Automatic,February,2011
6821,Nevada,5341,No,Basic,College,2011-01-17,Unemployed,F,0,Suburban,Married,72,1.0,73,0.0,6,Personal Auto,Personal L3,Offer2,Web,346,Four-Door Car,Medsize,Manual,January,2011
6822,Arizona,6054,No,Extended,Master,2011-02-06,Disabled,F,17200,Rural,Married,83,15.0,62,0.0,8,Personal Auto,Personal L2,Offer1,Branch,49,Four-Door Car,Medsize,Automatic,February,2011
6823,California,14255,No,Extended,High School or Below,2011-01-29,Employed,F,31027,Suburban,Single,124,30.0,66,1.0,2,Personal Auto,Personal L1,Offer1,Call Center,598,SUV,Medsize,Manual,January,2011
6824,Oregon,5503,No,Basic,High School or Below,2011-02-23,Unemployed,F,0,Suburban,Married,72,33.0,39,0.0,7,Corporate Auto,Corporate L3,Offer4,Agent,346,Four-Door Car,Small,Automatic,February,2011
6825,California,5907,No,Basic,College,2011-01-18,Employed,F,47306,Rural,Married,74,8.0,18,0.0,3,Corporate Auto,Corporate L2,Offer4,Branch,98,Four-Door Car,Medsize,Automatic,January,2011
6826,California,6674,No,Extended,Bachelor,2011-01-29,Employed,F,92653,Suburban,Married,83,15.0,80,1.0,6,Personal Auto,Personal L2,Offer1,Agent,457,Four-Door Car,Medsize,Automatic,January,2011
6827,California,2416,No,Basic,High School or Below,2011-02-03,Unemployed,F,0,Suburban,Married,64,26.0,17,0.0,1,Personal Auto,Personal L3,Offer2,Web,360,Four-Door Car,Large,Automatic,February,2011
6828,Oregon,2694,No,Basic,Bachelor,2011-02-11,Unemployed,M,0,Suburban,Married,73,35.0,87,1.0,1,Personal Auto,Personal L3,Offer2,Web,350,Two-Door Car,Small,Manual,February,2011
6829,Washington,15253,No,Basic,High School or Below,2011-01-24,Employed,M,51937,Urban,Married,193,5.0,40,0.0,9,Personal Auto,Personal L3,Offer4,Web,850,Luxury Car,Small,Automatic,January,2011
6830,Arizona,2665,No,Basic,College,2011-02-23,Employed,F,52266,Rural,Single,68,14.0,98,0.0,1,Corporate Auto,Corporate L1,Offer1,Call Center,142,Two-Door Car,Medsize,Manual,February,2011
6831,Nevada,7725,No,Basic,Bachelor,2011-02-22,Employed,M,29056,Suburban,Married,66,19.0,2,0.0,2,Personal Auto,Personal L3,Offer2,Branch,356,Two-Door Car,Medsize,Manual,February,2011
6832,Oregon,9156,No,Premium,Bachelor,2011-02-07,Employed,M,61200,Suburban,Single,118,20.0,74,0.0,4,Personal Auto,Personal L2,Offer1,Branch,566,Four-Door Car,Medsize,Automatic,February,2011
6833,Oregon,4330,Yes,Premium,College,2011-02-16,Employed,M,60475,Suburban,Married,107,9.0,18,0.0,1,Personal Auto,Personal L3,Offer2,Branch,514,Four-Door Car,Medsize,Automatic,February,2011
6834,California,6246,No,Extended,College,2011-01-08,Employed,F,39608,Rural,Married,78,14.0,15,1.0,7,Corporate Auto,Corporate L3,Offer2,Agent,23,Four-Door Car,Medsize,Automatic,January,2011
6835,Arizona,4216,No,Basic,Bachelor,2011-02-15,Unemployed,M,0,Suburban,Single,114,3.0,70,0.0,1,Corporate Auto,Corporate L3,Offer1,Call Center,821,SUV,Medsize,Automatic,February,2011
6836,California,4712,No,Extended,College,2011-02-05,Unemployed,F,0,Suburban,Single,129,15.0,73,0.0,1,Corporate Auto,Corporate L2,Offer1,Branch,1179,SUV,Medsize,Automatic,February,2011
6837,California,7569,No,Basic,High School or Below,2011-01-11,Medical Leave,F,27558,Suburban,Married,65,18.0,48,0.0,2,Personal Auto,Personal L3,Offer1,Agent,312,Four-Door Car,Medsize,Automatic,January,2011
6838,Nevada,5757,No,Basic,College,2011-02-10,Employed,F,81491,Rural,Divorced,72,21.0,24,0.0,3,Personal Auto,Personal L1,Offer3,Agent,62,Four-Door Car,Medsize,Automatic,February,2011
6839,Washington,8312,No,Basic,College,2011-02-27,Employed,M,44843,Urban,Single,105,14.0,34,0.0,3,Personal Auto,Personal L2,Offer1,Branch,391,SUV,Medsize,Automatic,February,2011
6840,Nevada,5298,No,Basic,Master,2011-02-16,Medical Leave,M,14775,Rural,Married,69,11.0,44,0.0,5,Personal Auto,Personal L3,Offer3,Agent,171,Four-Door Car,Medsize,Automatic,February,2011
6841,Oregon,4770,No,Basic,College,2011-01-02,Unemployed,F,0,Suburban,Married,68,2.0,28,1.0,4,Personal Auto,Personal L3,Offer3,Agent,326,Two-Door Car,Medsize,Automatic,January,2011
6842,Arizona,7525,No,Basic,Bachelor,2011-02-15,Employed,M,49530,Urban,Married,63,8.0,64,0.0,2,Personal Auto,Personal L1,Offer2,Web,278,Four-Door Car,Medsize,Automatic,February,2011
6843,Arizona,2669,No,Basic,College,2011-01-12,Employed,M,30718,Suburban,Married,67,26.0,49,1.0,1,Personal Auto,Personal L3,Offer1,Call Center,322,Two-Door Car,Medsize,Automatic,January,2011
6844,Arizona,8174,No,Basic,Bachelor,2011-01-28,Employed,F,68144,Suburban,Married,70,29.0,98,4.0,2,Personal Auto,Personal L1,Offer1,Web,336,Four-Door Car,Large,Automatic,January,2011
6845,Arizona,22721,No,Extended,Bachelor,2011-02-18,Employed,M,26900,Suburban,Married,97,7.0,21,1.0,2,Personal Auto,Personal L3,Offer4,Call Center,466,Four-Door Car,Medsize,Automatic,February,2011
6846,Washington,2654,No,Basic,Master,2011-02-18,Employed,M,73196,Rural,Married,66,0.0,93,1.0,1,Personal Auto,Personal L2,Offer2,Web,86,Four-Door Car,Large,Manual,February,2011
6847,Oregon,9768,No,Extended,College,2011-01-02,Employed,M,36225,Rural,Married,123,7.0,84,0.0,8,Special Auto,Special L2,Offer1,Branch,221,SUV,Large,Manual,January,2011
6848,California,2930,No,Basic,College,2011-01-02,Employed,M,98473,Suburban,Married,72,19.0,69,0.0,1,Personal Auto,Personal L1,Offer2,Branch,346,Four-Door Car,Medsize,Manual,January,2011
6849,California,4969,No,Basic,High School or Below,2011-01-03,Medical Leave,M,21827,Suburban,Married,67,18.0,53,0.0,8,Special Auto,Special L2,Offer2,Branch,322,Four-Door Car,Medsize,Manual,January,2011
6850,Arizona,9036,Yes,Premium,High School or Below,2011-01-21,Employed,F,34337,Suburban,Married,113,20.0,44,0.0,9,Corporate Auto,Corporate L3,Offer2,Web,542,Four-Door Car,Large,Automatic,January,2011
6851,California,20532,No,Extended,High School or Below,2011-01-08,Disabled,F,12503,Rural,Single,92,4.0,31,0.0,2,Personal Auto,Personal L3,Offer1,Branch,121,Four-Door Car,Medsize,Automatic,January,2011
6852,Arizona,5599,No,Basic,High School or Below,2011-01-15,Employed,F,35012,Suburban,Single,72,0.0,50,0.0,6,Personal Auto,Personal L3,Offer2,Agent,346,Four-Door Car,Medsize,Manual,January,2011
6853,Oregon,5535,No,Basic,Doctor,2011-01-23,Employed,F,81945,Rural,Single,68,19.0,45,0.0,9,Personal Auto,Personal L1,Offer1,Call Center,47,Four-Door Car,Small,Manual,January,2011
6854,California,4627,Yes,Basic,Master,2011-01-16,Employed,F,79487,Suburban,Divorced,114,20.0,87,0.0,1,Personal Auto,Personal L2,Offer2,Branch,547,SUV,Medsize,Automatic,January,2011
6855,California,3386,No,Extended,College,2011-02-13,Employed,M,67249,Rural,Divorced,86,25.0,4,0.0,1,Special Auto,Special L1,Offer3,Web,34,Four-Door Car,Medsize,Manual,February,2011
6856,Nevada,5645,No,Basic,High School or Below,2011-02-27,Employed,M,50366,Suburban,Divorced,72,9.0,5,0.0,9,Personal Auto,Personal L1,Offer1,Call Center,429,Four-Door Car,Small,Manual,February,2011
6857,Oregon,21274,No,Extended,Doctor,2011-01-22,Medical Leave,M,17932,Suburban,Married,79,8.0,38,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,379,Four-Door Car,Medsize,Manual,January,2011
6858,Oregon,8343,No,Premium,Bachelor,2011-01-30,Employed,M,63354,Suburban,Single,106,16.0,39,0.0,9,Personal Auto,Personal L3,Offer1,Agent,509,Two-Door Car,Large,Manual,January,2011
6859,Oregon,4694,No,Extended,Bachelor,2011-02-06,Medical Leave,F,26607,Suburban,Married,122,3.0,73,0.0,1,Personal Auto,Personal L2,Offer1,Agent,586,SUV,Medsize,Automatic,February,2011
6860,Arizona,8587,No,Basic,College,2011-02-27,Unemployed,M,0,Suburban,Married,118,6.0,32,0.0,5,Personal Auto,Personal L1,Offer3,Call Center,566,SUV,Medsize,Manual,February,2011
6861,California,5450,No,Basic,Doctor,2011-01-14,Employed,M,43091,Urban,Married,69,2.0,36,1.0,6,Corporate Auto,Corporate L3,Offer1,Branch,330,Four-Door Car,Medsize,Automatic,January,2011
6862,Oregon,6536,No,Basic,Bachelor,2011-02-10,Unemployed,M,0,Suburban,Single,65,14.0,62,0.0,2,Corporate Auto,Corporate L2,Offer3,Branch,468,Four-Door Car,Medsize,Manual,February,2011
6863,California,2542,No,Basic,Bachelor,2011-01-27,Employed,M,63546,Rural,Married,64,1.0,53,0.0,1,Personal Auto,Personal L2,Offer3,Call Center,132,Four-Door Car,Medsize,Automatic,January,2011
6864,Oregon,8587,No,Extended,Bachelor,2011-02-07,Unemployed,F,0,Suburban,Single,83,29.0,13,0.0,2,Personal Auto,Personal L2,Offer2,Agent,484,Four-Door Car,Medsize,Automatic,February,2011
6865,Oregon,6876,No,Basic,College,2011-02-27,Unemployed,M,0,Suburban,Single,104,24.0,49,0.0,6,Special Auto,Special L2,Offer1,Branch,749,SUV,Medsize,Manual,February,2011
6866,Oregon,13298,No,Basic,College,2011-01-24,Employed,M,88430,Suburban,Married,66,7.0,17,1.0,2,Personal Auto,Personal L1,Offer1,Agent,317,Four-Door Car,Medsize,Manual,January,2011
6867,Washington,2454,Yes,Basic,Bachelor,2011-02-09,Medical Leave,M,29735,Suburban,Single,69,3.0,92,0.0,1,Personal Auto,Personal L2,Offer1,Agent,331,Four-Door Car,Medsize,Automatic,February,2011
6868,Oregon,7813,No,Basic,High School or Below,2011-02-16,Employed,M,72353,Suburban,Divorced,66,27.0,15,0.0,2,Personal Auto,Personal L2,Offer2,Web,317,Two-Door Car,Small,Manual,February,2011
6869,California,3816,No,Extended,College,2011-02-06,Employed,F,82414,Rural,Divorced,95,10.0,85,0.0,1,Personal Auto,Personal L3,Offer4,Branch,30,Four-Door Car,Large,Automatic,February,2011
6870,Arizona,8709,No,Extended,College,2011-01-06,Unemployed,F,0,Suburban,Married,77,29.0,21,0.0,2,Personal Auto,Personal L3,Offer1,Agent,509,Two-Door Car,Medsize,Automatic,January,2011
6871,Arizona,2771,Yes,Basic,College,2011-01-11,Employed,F,50071,Rural,Single,71,3.0,32,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,19,Two-Door Car,Medsize,Automatic,January,2011
6872,California,2914,No,Extended,High School or Below,2011-01-25,Disabled,M,28523,Suburban,Married,77,15.0,12,0.0,1,Corporate Auto,Corporate L1,Offer3,Agent,370,Four-Door Car,Large,Manual,January,2011
6873,Oregon,9460,No,Extended,High School or Below,2011-01-22,Unemployed,F,0,Suburban,Single,133,15.0,32,0.0,6,Personal Auto,Personal L1,Offer1,Call Center,1443,SUV,Medsize,Automatic,January,2011
6874,Oregon,13419,No,Extended,Master,2011-01-08,Unemployed,M,0,Suburban,Divorced,122,15.0,11,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,828,SUV,Small,Automatic,January,2011
6875,Arizona,3459,No,Extended,High School or Below,2011-01-11,Employed,M,97162,Rural,Married,86,0.0,63,0.0,1,Personal Auto,Personal L1,Offer3,Web,33,Four-Door Car,Medsize,Automatic,January,2011
6876,Arizona,5578,No,Basic,College,2011-01-09,Employed,M,97868,Urban,Married,70,5.0,22,1.0,3,Special Auto,Special L2,Offer3,Branch,268,Two-Door Car,Large,Manual,January,2011
6877,Oregon,17264,No,Basic,Bachelor,2011-02-28,Employed,F,96917,Rural,Married,61,24.0,2,0.0,2,Special Auto,Special L3,Offer4,Web,72,Four-Door Car,Medsize,Automatic,February,2011
6878,Arizona,8842,No,Basic,High School or Below,2011-01-12,Unemployed,F,0,Suburban,Married,118,12.0,45,0.0,3,Personal Auto,Personal L2,Offer1,Agent,566,SUV,Small,Automatic,January,2011
6879,California,3693,No,Extended,Master,2011-01-15,Employed,M,85871,Rural,Married,92,4.0,25,1.0,1,Personal Auto,Personal L3,Offer4,Call Center,113,Four-Door Car,Medsize,Automatic,January,2011
6880,Nevada,9500,No,Premium,High School or Below,2011-01-21,Employed,F,96276,Urban,Married,117,33.0,81,0.0,6,Personal Auto,Personal L1,Offer1,Call Center,554,Four-Door Car,Medsize,Automatic,January,2011
6881,California,5188,No,Basic,High School or Below,2011-02-23,Employed,F,80521,Suburban,Single,65,20.0,43,2.0,9,Personal Auto,Personal L1,Offer1,Branch,343,Four-Door Car,Small,Manual,February,2011
6882,Arizona,9779,No,Extended,College,2011-01-10,Unemployed,M,0,Suburban,Single,137,7.0,15,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,986,SUV,Medsize,Manual,January,2011
6883,Nevada,9295,No,Premium,High School or Below,2011-02-14,Unemployed,M,0,Suburban,Single,261,33.0,44,0.0,1,Corporate Auto,Corporate L3,Offer4,Call Center,2760,Luxury Car,Medsize,Automatic,February,2011
6884,Arizona,2660,No,Basic,Bachelor,2011-01-11,Employed,M,21297,Rural,Single,71,26.0,56,0.0,1,Personal Auto,Personal L3,Offer2,Agent,46,Four-Door Car,Medsize,Manual,January,2011
6885,Oregon,5218,No,Basic,College,2011-01-23,Employed,M,85721,Suburban,Married,65,12.0,45,0.0,5,Corporate Auto,Corporate L2,Offer4,Web,312,Four-Door Car,Medsize,Manual,January,2011
6886,Oregon,7470,No,Extended,College,2011-01-03,Employed,M,48088,Rural,Married,94,25.0,73,0.0,4,Personal Auto,Personal L2,Offer1,Web,135,Two-Door Car,Medsize,Automatic,January,2011
6887,Oregon,14635,Yes,Extended,Bachelor,2011-02-27,Unemployed,F,0,Suburban,Divorced,139,5.0,56,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,667,SUV,Medsize,Manual,February,2011
6888,Arizona,4480,No,Basic,Bachelor,2011-02-04,Employed,M,36349,Urban,Married,117,13.0,49,3.0,1,Personal Auto,Personal L2,Offer1,Agent,327,SUV,Medsize,Manual,February,2011
6889,Arizona,11901,No,Basic,Bachelor,2011-02-23,Employed,F,97205,Rural,Divorced,100,22.0,40,2.0,2,Personal Auto,Personal L2,Offer3,Branch,6,Sports Car,Small,Manual,February,2011
6890,California,7330,No,Extended,College,2011-01-23,Employed,F,26906,Rural,Married,92,17.0,12,0.0,3,Personal Auto,Personal L3,Offer3,Branch,107,Two-Door Car,Medsize,Automatic,January,2011
6891,California,4700,No,Basic,Bachelor,2011-01-04,Unemployed,M,0,Suburban,Single,70,2.0,33,0.0,9,Personal Auto,Personal L3,Offer1,Call Center,504,Four-Door Car,Medsize,Automatic,January,2011
6892,Nevada,6132,No,Extended,Doctor,2011-01-18,Employed,M,90778,Rural,Married,76,31.0,29,0.0,7,Personal Auto,Personal L3,Offer3,Branch,62,Four-Door Car,Medsize,Automatic,January,2011
6893,Nevada,5533,No,Basic,Master,2011-01-05,Employed,M,27722,Suburban,Divorced,69,3.0,29,0.0,9,Personal Auto,Personal L3,Offer3,Call Center,331,Four-Door Car,Medsize,Manual,January,2011
6894,Arizona,7588,No,Extended,High School or Below,2011-02-23,Employed,M,76516,Suburban,Married,95,13.0,15,0.0,9,Personal Auto,Personal L1,Offer2,Branch,661,Two-Door Car,Medsize,Manual,February,2011
6895,Arizona,7094,No,Extended,Bachelor,2011-02-18,Employed,F,23032,Suburban,Married,89,30.0,22,0.0,7,Corporate Auto,Corporate L1,Offer1,Branch,427,Four-Door Car,Medsize,Manual,February,2011
6896,Oregon,4645,No,Basic,Bachelor,2011-02-14,Unemployed,M,0,Suburban,Divorced,64,23.0,71,0.0,6,Corporate Auto,Corporate L1,Offer3,Branch,307,Four-Door Car,Small,Manual,February,2011
6897,California,2913,No,Basic,Bachelor,2011-02-05,Employed,F,68899,Rural,Single,74,6.0,60,0.0,1,Personal Auto,Personal L3,Offer2,Branch,66,Two-Door Car,Medsize,Automatic,February,2011
6898,Nevada,3208,No,Extended,High School or Below,2011-01-21,Employed,M,52367,Urban,Married,81,25.0,64,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,276,Four-Door Car,Medsize,Manual,January,2011
6899,Oregon,3499,No,Extended,Bachelor,2011-01-17,Employed,M,58484,Rural,Divorced,88,15.0,65,1.0,1,Personal Auto,Personal L1,Offer1,Web,44,Two-Door Car,Medsize,Automatic,January,2011
6900,Oregon,3747,Yes,Extended,College,2011-02-26,Employed,F,41479,Rural,Married,94,14.0,38,1.0,1,Personal Auto,Personal L1,Offer2,Call Center,20,Two-Door Car,Large,Automatic,February,2011
6901,Washington,7463,Yes,Extended,College,2011-01-28,Employed,F,70263,Rural,Married,93,30.0,66,0.0,5,Personal Auto,Personal L1,Offer2,Call Center,7,Two-Door Car,Small,Automatic,January,2011
6902,California,3555,Yes,Extended,Master,2011-01-10,Employed,F,58557,Rural,Married,88,4.0,83,0.0,1,Personal Auto,Personal L1,Offer1,Branch,56,Four-Door Car,Large,Manual,January,2011
6903,Arizona,25900,No,Basic,College,2011-01-14,Employed,M,53105,Urban,Married,110,6.0,65,0.0,2,Corporate Auto,Corporate L1,Offer3,Agent,365,SUV,Medsize,Automatic,January,2011
6904,Oregon,2405,No,Basic,Bachelor,2011-02-14,Employed,M,63455,Urban,Divorced,61,26.0,71,0.0,1,Personal Auto,Personal L3,Offer1,Branch,288,Two-Door Car,Medsize,Automatic,February,2011
6905,Arizona,12157,Yes,Premium,High School or Below,2011-02-27,Employed,M,57449,Suburban,Single,103,6.0,28,0.0,2,Personal Auto,Personal L2,Offer1,Agent,494,Four-Door Car,Medsize,Manual,February,2011
6906,California,3618,No,Extended,College,2011-02-28,Unemployed,M,0,Suburban,Divorced,99,0.0,71,0.0,1,Special Auto,Special L2,Offer1,Branch,475,Four-Door Car,Medsize,Automatic,February,2011
6907,Arizona,7236,No,Basic,High School or Below,2011-01-11,Unemployed,M,0,Suburban,Married,63,11.0,73,0.0,2,Personal Auto,Personal L1,Offer3,Call Center,383,Four-Door Car,Large,Manual,January,2011
6908,Oregon,5659,No,Basic,High School or Below,2011-01-20,Employed,M,78834,Suburban,Married,72,14.0,20,2.0,8,Personal Auto,Personal L1,Offer2,Call Center,346,Two-Door Car,Small,Manual,January,2011
6909,Arizona,4847,No,Basic,High School or Below,2011-01-01,Unemployed,M,0,Suburban,Single,69,0.0,32,0.0,7,Corporate Auto,Corporate L1,Offer2,Agent,599,Four-Door Car,Small,Manual,January,2011
6910,California,9688,No,Extended,High School or Below,2011-01-03,Employed,M,20009,Suburban,Single,87,31.0,86,1.0,2,Corporate Auto,Corporate L3,Offer2,Branch,987,Four-Door Car,Small,Automatic,January,2011
6911,Oregon,5710,No,Basic,College,2011-02-27,Employed,M,51148,Urban,Married,72,9.0,1,0.0,7,Personal Auto,Personal L2,Offer2,Branch,309,Four-Door Car,Medsize,Manual,February,2011
6912,Oregon,4771,Yes,Basic,College,2011-02-01,Medical Leave,F,12964,Suburban,Single,65,2.0,37,0.0,4,Personal Auto,Personal L2,Offer1,Web,363,Two-Door Car,Medsize,Manual,February,2011
6913,Oregon,2888,No,Extended,Bachelor,2011-01-03,Unemployed,F,0,Suburban,Single,80,24.0,95,0.0,1,Personal Auto,Personal L1,Offer1,Call Center,677,Four-Door Car,Medsize,Automatic,January,2011
6914,Arizona,4213,No,Premium,College,2011-01-01,Disabled,F,10097,Rural,Married,110,17.0,69,0.0,1,Personal Auto,Personal L1,Offer1,Web,219,Four-Door Car,Medsize,Manual,January,2011
6915,Arizona,4804,No,Extended,High School or Below,2011-01-29,Employed,F,51962,Suburban,Married,125,8.0,2,4.0,1,Personal Auto,Personal L2,Offer1,Branch,788,Sports Car,Medsize,Manual,January,2011
6916,Washington,9541,No,Premium,College,2011-01-29,Employed,M,53351,Suburban,Married,119,4.0,7,0.0,6,Personal Auto,Personal L3,Offer1,Branch,571,Four-Door Car,Small,Manual,January,2011
6917,Arizona,3097,Yes,Extended,College,2011-02-12,Employed,F,21604,Suburban,Divorced,79,14.0,28,0.0,1,Personal Auto,Personal L3,Offer1,Branch,379,Four-Door Car,Medsize,Manual,February,2011
6918,Arizona,4575,No,Basic,Master,2011-01-15,Employed,M,32906,Suburban,Single,115,15.0,17,0.0,1,Personal Auto,Personal L3,Offer1,Branch,552,SUV,Medsize,Automatic,January,2011
6919,Oregon,7049,No,Extended,College,2011-01-31,Disabled,M,20416,Suburban,Married,93,33.0,68,0.0,7,Personal Auto,Personal L3,Offer3,Branch,446,Four-Door Car,Small,Manual,January,2011
6920,Oregon,7416,No,Basic,Bachelor,2011-01-16,Unemployed,M,0,Urban,Married,69,6.0,52,0.0,2,Personal Auto,Personal L1,Offer3,Call Center,238,Four-Door Car,Medsize,Automatic,January,2011
6921,Washington,13364,No,Premium,College,2011-02-12,Employed,M,86653,Rural,Married,111,14.0,5,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,277,Four-Door Car,Medsize,Automatic,February,2011
6922,Oregon,10037,No,Extended,High School or Below,2011-02-12,Unemployed,F,0,Suburban,Single,134,15.0,92,1.0,8,Personal Auto,Personal L3,Offer1,Call Center,1353,SUV,Medsize,Automatic,February,2011
